timestamp_utc,experiment,variant,job_name,start_ts,end_ts,duration_s,runner,job_id,state,worker_type,num_workers,max_num_workers,flexrs_goal,out_prefix,input_uri,dataset_tag,type_job,vcpu_hours,memory_gb_hours,pd_gb_hours,ssd_gb_hours,shuffle_gb,total_shuffle_gb,current_vcpus,current_memory_gb,records_processed,throughput_rps,cost_vcpu_usd,cost_memory_usd,cost_shuffle_usd,total_cost_usd,unit_cost_usd_per_mm
2025-09-02T04:11:56,T1,serverless,t1-serverless-base-20mb-1-20250902-040453,2025-09-02T04:05:00+00:00,2025-09-02T04:11:26+00:00,386.01393,dataflow,2025-09-01_21_04_59-16033954622806803247,JOB_STATE_DONE,n2-standard-2,1,4,,gs://bucket-mba-ricardo/t1/out/t1-serverless/base-20mb/t1-serverless-base-20mb-1-20250902-040453/part,gs://bucket-mba-ricardo/t1/base_20mb.csv,base-20mb,serverless,0.1013888888888888,0.4057286241319444,1.2677777777777777,0.0,0.0015556141734123,0.0062224576249718,2,8.0,201207,521.2428473760001,0.0085166666666666,0.0021647650740559,2.7176579609513283e-05,0.0107086083203321,0.0532218477504866
2025-09-02T04:18:45,T1,serverless,t1-serverless-base-20mb-2-20250902-041156,2025-09-02T04:12:00+00:00,2025-09-02T04:18:19+00:00,379.041593,dataflow,2025-09-01_21_11_59-17227295446697643877,JOB_STATE_DONE,n2-standard-2,1,4,,gs://bucket-mba-ricardo/t1/out/t1-serverless/base-20mb/t1-serverless-base-20mb-2-20250902-041156/part,gs://bucket-mba-ricardo/t1/base_20mb.csv,base-20mb,serverless,0.0975,0.3906947157118055,1.2208333333333334,0.0,0.0015560509636998,0.0062242038547992,2,8.0,201391,531.3163613682892,0.00819,0.0020845516556803,2.718421033583581e-05,0.0103017358660161,0.0511529108352219
2025-09-02T04:25:35,T1,serverless,t1-serverless-base-20mb-3-20250902-041845,2025-09-02T04:18:48+00:00,2025-09-02T04:25:07+00:00,378.453397,dataflow,2025-09-01_21_18_47-10231461564807421699,JOB_STATE_DONE,n2-standard-2,1,4,,gs://bucket-mba-ricardo/t1/out/t1-serverless/base-20mb/t1-serverless-base-20mb-3-20250902-041845/part,gs://bucket-mba-ricardo/t1/base_20mb.csv,base-20mb,serverless,0.0972222222222222,0.3897564019097222,1.2177777777777778,0.0,0.0015553124248981,0.0062212506309151,2,8.0,201080,531.3203728489719,0.0081666666666666,0.0020795452823893,2.717130806297064e-05,0.0102733832571189,0.0510910247519343
2025-09-02T05:25:04,T1,serverless,t1-serverless-base-1gb-1-20250902-050534,2025-09-02T05:05:35+00:00,2025-09-02T05:24:33+00:00,1137.587341,dataflow,2025-09-01_22_05_34-2693782288327269042,JOB_STATE_DONE,n2-standard-2,1,4,,gs://bucket-mba-ricardo/t1/out/t1-serverless/base-1gb/t1-serverless-base-1gb-1-20250902-050534/part,gs://bucket-mba-ricardo/t1/base_1gb.csv,base-1gb,serverless,1.0719444444444444,4.288811577690972,13.4025,0.0,0.1594912353903055,0.6379649415612221,6,24.0,13387787,11768.579446595651,0.0900433333333333,0.0228829541727701,0.0027863118822686,0.1157125993883721,0.0086431461292573
2025-09-02T05:49:17,T1,serverless,t1-serverless-base-1gb-2-20250902-052504,2025-09-02T05:25:04+00:00,2025-09-02T05:48:45+00:00,1421.159657,dataflow,2025-09-01_22_25_03-11977051882515299454,JOB_STATE_DONE,n2-standard-2,1,4,,gs://bucket-mba-ricardo/t1/out/t1-serverless/base-1gb/t1-serverless-base-1gb-2-20250902-052504/part,gs://bucket-mba-ricardo/t1/base_1gb.csv,base-1gb,serverless,1.185,4.740609809027778,14.814166666666669,0.0,0.1535654822364449,0.6142619317397475,6,24.0,10271431,7227.49970378592,0.09954,0.0252935236360677,0.0026827889746706,0.1275163126107384,0.0124146589322109
2025-09-02T06:12:53,T1,serverless,t1-serverless-base-1gb-3-20250902-054917,2025-09-02T05:49:19+00:00,2025-09-02T06:12:28+00:00,1389.335025,dataflow,2025-09-01_22_49_18-2444858359556246553,JOB_STATE_DONE,n2-standard-2,1,4,,gs://bucket-mba-ricardo/t1/out/t1-serverless/base-1gb/t1-serverless-base-1gb-3-20250902-054917/part,gs://bucket-mba-ricardo/t1/base_1gb.csv,base-1gb,serverless,1.1497222222222223,4.599749077690972,14.374166666666667,0.0,0.1535765910521149,0.6143063651397824,6,24.0,10343252,7444.750052277707,0.0965766666666666,0.0245419612040201,0.0026829830456804,0.1238016109163673,0.0119693120612711
2025-09-02T06:26:52,T1,dedicada,t1-dedicada-base-20mb-1-20250902-061957,2025-09-02T06:20:01+00:00,2025-09-02T06:26:25+00:00,383.977795,dataflow,2025-09-01_23_20_00-12542405569472742068,JOB_STATE_DONE,n2-standard-2,2,2,,gs://bucket-mba-ricardo/t1/out/t1-dedicada/base-20mb/t1-dedicada-base-20mb-1-20250902-061957/part,gs://bucket-mba-ricardo/t1/base_20mb.csv,base-20mb,serverless,0.1913888888888889,0.7655601671006944,2.3922222222222222,0.0,0.0014333613216876,0.0057334452867507,4,16.0,150015,390.6866541592594,0.0160766666666666,0.0040846462715657,2.504082228988409e-05,0.0201863537605223,0.134562235513264
2025-09-02T06:33:36,T1,dedicada,t1-dedicada-base-20mb-2-20250902-062652,2025-09-02T06:26:55+00:00,2025-09-02T06:33:07+00:00,371.322899,dataflow,2025-09-01_23_26_54-291729953008955659,JOB_STATE_DONE,n2-standard-2,2,2,,gs://bucket-mba-ricardo/t1/out/t1-dedicada/base-20mb/t1-dedicada-base-20mb-2-20250902-062652/part,gs://bucket-mba-ricardo/t1/base_20mb.csv,base-20mb,serverless,0.1833333333333333,0.7335679796006944,2.292222222222222,0.0,0.0014333613216876,0.0057334452867507,4,16.0,150015,404.00147796971714,0.0154,0.0039139519551595,2.504082228988409e-05,0.0193389927774493,0.1289137271436149
2025-09-02T06:40:16,T1,dedicada,t1-dedicada-base-20mb-3-20250902-063336,2025-09-02T06:33:42+00:00,2025-09-02T06:39:47+00:00,365.212733,dataflow,2025-09-01_23_33_41-16310405358352987740,JOB_STATE_DONE,n2-standard-2,2,2,,gs://bucket-mba-ricardo/t1/out/t1-dedicada/base-20mb/t1-dedicada-base-20mb-3-20250902-063336/part,gs://bucket-mba-ricardo/t1/base_20mb.csv,base-20mb,serverless,0.1802777777777778,0.7214287651909722,2.2544444444444443,0.0,0.0014333613216876,0.0057334452867507,4,16.0,150015,410.76059634536347,0.0151433333333333,0.0038491831766764,2.504082228988409e-05,0.0190175573322996,0.1267710384448198
2025-09-02T06:54:57,T1,dedicada,t1-dedicada-base-1gb-1-20250902-064016,2025-09-02T06:40:19+00:00,2025-09-02T06:54:31+00:00,852.096677,dataflow,2025-09-01_23_40_18-15749670894484906313,JOB_STATE_DONE,n2-standard-2,2,2,,gs://bucket-mba-ricardo/t1/out/t1-dedicada/base-1gb/t1-dedicada-base-1gb-1-20250902-064016/part,gs://bucket-mba-ricardo/t1/base_1gb.csv,base-1gb,serverless,0.7080555555555555,2.8333281792534724,8.85388888888889,0.0,0.1107493853196501,0.4429975431412458,4,16.0,8861298,10399.404479780644,0.0594766666666666,0.0151172225004069,0.0019347917615342,0.0765286809286078,0.0086362834122729
